"accelX.g.","accelY.g.","accelZ.g.","accelUserX.g.","accelUserY.g.","accelUserZ.g.","gyroX.rad.s.","gyroY.rad.s.","gyroZ.rad.s.","Roll.rads.","Pitch.rads.","Yaw.rads.","m11","m12","m13","m21","m22","m23","m31","m32","m33","qX","qY","qZ","qW","ActivityType","ActivityConfidence","Pressure.kilopascals.","RelativeAltitude.meters.","magX.µT.","magY.µT.","magZ.µT.","calMagX.µT.","calMagY.µT.","calMagZ.µT."
-0.4829,0.879,-0.64,-0.0875,0.1564,-0.077,0.3705,-0.4153,-0.2858,-0.6125,-0.8165,1.0747,0.0209,0.919,0.3937,-0.6022,0.3259,-0.7288,-0.7981,-0.2218,0.5603,-0.1835,-0.4315,0.5508,0.6905,"Andando","Med",102.0587,35.5128,89.4223,109.3237,-677.7698,-15.8851,12.72,-44.5176
-0.4851,0.8479,-0.6653,-0.0886,0.1263,-0.0983,0.2513,-0.263,-0.2587,-0.6151,-0.8133,1.0739,0.0207,0.9178,0.3965,-0.604,0.3275,-0.7266,-0.7967,-0.2244,0.5612,-0.1817,-0.4318,0.5507,0.6909,"Andando","Med",102.0587,35.5128,89.4223,109.3237,-677.7698,-15.8851,12.72,-44.5176
-0.4865,0.8363,-0.6807,-0.0872,0.113,-0.1184,0.1528,-0.12,-0.2161,-0.6164,-0.811,1.0735,0.021,0.9171,0.3982,-0.6053,0.3286,-0.725,-0.7957,-0.2258,0.562,-0.1805,-0.4317,0.5506,0.6913,"Andando","Med",102.0587,35.5128,88.2521,108.6669,-677.759,-16.0667,12.5166,-44.4906
-0.4975,0.8224,-0.6734,-0.0967,0.1024,-0.1125,0.0942,0.008,-0.1635,-0.6164,-0.8094,1.0728,0.0222,0.9167,0.3989,-0.6061,0.3296,-0.7239,-0.795,-0.2257,0.563,-0.18,-0.4314,0.5503,0.6919,"Andando","Med",102.0587,35.5128,88.2521,108.6669,-677.759,-16.0667,12.5166,-44.4906
-0.4963,0.7916,-0.6615,-0.0985,0.0767,-0.1001,0.0504,0.0879,-0.1231,-0.616,-0.8083,1.0726,0.0229,0.9166,0.3991,-0.6068,0.33,-0.7231,-0.7945,-0.2256,0.5638,-0.1797,-0.4311,0.5502,0.6922,"Andando","Med",102.0587,35.5128,88.2521,108.6669,-677.759,-16.1897,12.2922,-44.4555
-0.4834,0.7481,-0.6498,-0.0873,0.0336,-0.0884,0.0079,0.0829,-0.0981,-0.6162,-0.8076,1.0719,0.0237,0.9164,0.3995,-0.607,0.3307,-0.7226,-0.7943,-0.2254,0.5641,-0.1795,-0.431,0.5499,0.6926,"Andando","Med",102.0587,35.5128,88.2521,108.6669,-677.759,-16.1897,12.2922,-44.4555
-0.4591,0.715,-0.6251,-0.0639,-0.0017,-0.0677,-0.0044,-0.007,-0.0856,-0.6173,-0.8068,1.0719,0.0231,0.916,0.4004,-0.6075,0.331,-0.7221,-0.794,-0.2265,0.5641,-0.1789,-0.4312,0.55,0.6925,"Andando","Med",102.0587,35.5128,88.0488,108.5719,-677.5775,-16.015,11.9203,-44.453
-0.4101,0.709,-0.5034,-0.0052,-0.012,0.0533,0.0178,-0.127,-0.0746,-0.6235,-0.8026,1.0745,0.0173,0.9138,0.4057,-0.611,0.3308,-0.7192,-0.7915,-0.2354,0.5641,-0.1749,-0.4329,0.5513,0.6914,"Andando","Med",102.0587,35.5128,88.0488,108.5719,-677.5775,-16.284,11.6559,-44.5556
-0.4101,0.709,-0.5034,-0.0016,0.0016,0.0828,0.205,-0.3254,-0.0448,-0.6246,-0.8015,1.0753,0.0161,0.9134,0.4068,-0.612,0.3307,-0.7184,-0.7907,-0.2374,0.5643,-0.174,-0.4331,0.5517,0.6912,"Andando","Med",102.0587,35.5128,88.0488,108.5719,-677.5775,-16.284,11.6559,-44.5556
-0.4083,0.7218,-0.4772,0.0046,0.0091,0.1017,0.26,-0.369,-0.0511,-0.627,-0.7989,1.0773,0.0133,0.9123,0.4093,-0.6143,0.3304,-0.7166,-0.789,-0.2418,0.5648,-0.1718,-0.4337,0.5525,0.6908,"Andando","Med",102.0587,35.5128,87.7774,108.5337,-677.4669,-16.284,11.6559,-44.5556
-0.4025,0.7271,-0.4606,0.0061,0.0102,0.102,0.3012,-0.4498,-0.0772,-0.6285,-0.7974,1.0786,0.0115,0.9117,0.4107,-0.6157,0.3301,-0.7155,-0.7879,-0.2446,0.5651,-0.1705,-0.434,0.553,0.6904,"Andando","Med",102.0587,35.5128,87.7774,108.5337,-677.4669,-16.4179,11.4412,-44.3636
-0.3885,0.7383,-0.4566,0.0238,0.0227,0.1089,0.3259,-0.5646,-0.0802,-0.6321,-0.7941,1.0807,0.0079,0.9102,0.4141,-0.6184,0.3299,-0.7133,-0.7858,-0.2505,0.5655,-0.1677,-0.4349,0.554,0.6898,"Andando","Med",102.0587,35.5128,87.7774,108.5337,-677.4669,-16.4179,11.4412,-44.3636
-0.3885,0.7383,-0.4566,0.0309,0.0361,0.103,0.3259,-0.5646,-0.0802,-0.6343,-0.7925,1.0819,0.0058,0.9093,0.4161,-0.6198,0.3298,-0.7121,-0.7847,-0.2538,0.5655,-0.1662,-0.4355,0.5545,0.6894,"Andando","Med",102.0587,35.5128,87.7774,108.5337,-677.4669,-16.4179,11.4412,-44.3636
-0.3843,0.751,-0.4653,0.033,0.0373,0.1028,0.3073,-0.6969,-0.0739,-0.6369,-0.7909,1.0832,0.0031,0.9083,0.4182,-0.6213,0.3294,-0.711,-0.7836,-0.2576,0.5654,-0.1645,-0.4362,0.5552,0.6888,"Andando","Med",102.0587,35.5128,86.8636,108.3919,-677.5638,-16.9067,11.0021,-44.4188
-0.3685,0.7632,-0.4857,0.0501,0.0523,0.0841,0.3073,-0.6969,-0.0739,-0.6432,-0.788,1.085,-0.0024,0.9061,0.423,-0.6237,0.3293,-0.7089,-0.7817,-0.2655,0.5644,-0.1612,-0.438,0.5562,0.6876,"Andando","Med",102.0587,35.5128,86.8636,108.3919,-677.5638,-16.9067,11.0021,-44.4188
-0.3468,0.7693,-0.5113,0.0781,0.0616,0.0551,0.2418,-0.7815,-0.0855,-0.6502,-0.7854,1.0865,-0.0082,0.9037,0.428,-0.6258,0.3292,-0.7071,-0.78,-0.2736,0.5628,-0.1579,-0.4401,0.5572,0.6863,"Andando","Med",102.0587,35.5128,86.8636,108.3919,-677.5638,-17.5675,10.9271,-44.2824
-0.3513,0.765,-0.5173,0.0848,0.0613,0.0447,0.1707,-0.6074,-0.0918,-0.6565,-0.7832,1.0874,-0.0131,0.9015,0.4325,-0.6275,0.3294,-0.7056,-0.7785,-0.2806,0.5613,-0.155,-0.4419,0.5579,0.6851,"Andando","Med",102.0587,35.5128,86.8636,108.3919,-677.5638,-17.5675,10.9271,-44.2824
-0.3903,0.7579,-0.5207,0.0556,0.0541,0.0404,0.1707,-0.6074,-0.0918,-0.6609,-0.7812,1.0886,-0.0168,0.8999,0.4359,-0.6291,0.3293,-0.7041,-0.7771,-0.286,0.5606,-0.1527,-0.4432,0.5586,0.6843,"Andando","Med",102.0587,35.5128,85.7571,107.5956,-676.8615,-18.116,10.8288,-43.9628
-0.4365,0.7654,-0.5243,0.0089,0.0604,0.0376,0.1611,-0.3741,-0.0663,-0.6626,-0.7795,1.0898,-0.0185,0.899,0.4376,-0.6306,0.3291,-0.7029,-0.7759,-0.289,0.5608,-0.1513,-0.4435,0.5591,0.684,"Andando","Med",102.0587,35.5128,85.7571,107.5956,-676.8615,-18.116,10.8288,-43.9628
-0.4573,0.7729,-0.5312,-0.0176,0.07,0.0321,0.1453,-0.1316,-0.0291,-0.6623,-0.7782,1.0912,-0.0191,0.8988,0.438,-0.6318,0.3286,-0.702,-0.7749,-0.2901,0.5616,-0.1505,-0.4433,0.5595,0.6839,"Andando","Med",102.0587,35.5128,85.7571,107.5956,-676.8615,-18.1384,10.5917,-43.9468
-0.4488,0.7749,-0.542,-0.0147,0.0727,0.0227,0.0882,3e-04,-0.0042,-0.6617,-0.7776,1.092,-0.0191,0.8988,0.4379,-0.6324,0.3283,-0.7016,-0.7744,-0.2903,0.5622,-0.1503,-0.4431,0.5597,0.684,"Andando","Med",102.0587,35.5128,85.7571,107.5956,-676.8615,-18.1384,10.5917,-43.9468
-0.4205,0.7766,-0.5434,0.0109,0.0747,0.0168,0.0049,0.0192,0.0046,-0.6617,-0.7777,1.0923,-0.0194,0.8989,0.4378,-0.6325,0.3281,-0.7017,-0.7743,-0.2905,0.5621,-0.1503,-0.4431,0.5598,0.6839,"Andando","Med",102.0587,35.5128,85.1404,107.2216,-676.8307,-18.1872,10.604,-44.1689
-0.3873,0.7747,-0.524,0.0439,0.0737,0.0327,-0.0744,-0.0139,-0.0062,-0.6625,-0.7782,1.0916,-0.0196,0.8987,0.4381,-0.6319,0.3284,-0.702,-0.7748,-0.2906,0.5615,-0.1504,-0.4434,0.5596,0.6838,"Andando","Med",102.0587,35.5128,85.1404,107.2216,-676.8307,-18.1872,10.604,-44.1689
-0.3531,0.7626,-0.4911,0.079,0.0637,0.0615,-0.1192,-0.0428,-0.0317,-0.6639,-0.7787,1.0906,-0.02,0.8984,0.4387,-0.6313,0.3289,-0.7023,-0.7752,-0.291,0.5606,-0.1504,-0.4439,0.5594,0.6836,"Andando","Med",102.0587,35.5128,85.1404,107.2216,-676.8307,-18.3782,10.9485,-44.1931
-0.3314,0.7395,-0.4488,0.1055,0.0421,0.1032,-0.1124,-0.0636,-0.0608,-0.6655,-0.7788,1.0894,-0.0202,0.898,0.4395,-0.6309,0.3296,-0.7024,-0.7756,-0.2914,0.5599,-0.1503,-0.4444,0.5591,0.6836,"Andando","Med",102.0587,35.5128,85.1404,107.2216,-676.8307,-18.3782,10.9485,-44.1931
-0.3285,0.7141,-0.4241,0.112,0.0166,0.1328,-0.0733,-0.064,-0.0768,-0.6668,-0.7785,1.0886,-0.0204,0.8976,0.4403,-0.6308,0.3302,-0.7022,-0.7757,-0.2921,0.5595,-0.15,-0.4447,0.559,0.6836,"Andando","Med",102.0587,35.5128,85.3071,106.8968,-676.9341,-18.4606,10.9211,-44.1564
-0.3305,0.6881,-0.43,0.1113,-0.0081,0.1326,-0.0268,-0.0456,-0.0836,-0.6675,-0.7778,1.0881,-0.0202,0.8973,0.441,-0.631,0.3307,-0.7017,-0.7755,-0.2924,0.5595,-0.1496,-0.4448,0.5588,0.6838,"Andando","Med",102.0587,35.5128,85.3071,106.8968,-676.9341,-18.4606,10.9211,-44.1564
-0.3409,0.6626,-0.4554,0.1037,-0.0346,0.111,0.0135,-0.0042,-0.078,-0.6675,-0.777,1.088,-0.0198,0.8971,0.4414,-0.6315,0.331,-0.7012,-0.7751,-0.2926,0.56,-0.1493,-0.4447,0.5587,0.6839,"Andando","Med",102.0587,35.5128,85.3071,106.8968,-676.9341,-18.3177,11.0718,-43.8644
-0.3674,0.655,-0.4984,0.0803,-0.0459,0.0719,0.0256,0.0202,-0.0538,-0.6674,-0.7765,1.0881,-0.0196,0.897,0.4416,-0.6319,0.3311,-0.7008,-0.7748,-0.2928,0.5603,-0.1491,-0.4445,0.5587,0.6841,"Andando","Med",102.0587,35.5128,85.3071,106.8968,-676.9341,-18.3177,11.0718,-43.8644
-0.3897,0.6606,-0.5427,0.0547,-0.0417,0.0248,0.0066,-6e-04,-0.0196,-0.6674,-0.7763,1.0885,-0.0198,0.897,0.4416,-0.6321,0.3309,-0.7006,-0.7746,-0.293,0.5604,-0.149,-0.4445,0.5589,0.684,"Andando","Med",102.0587,35.5128,85.8158,106.516,-676.6857,-18.4145,10.8685,-43.9426
-0.3956,0.6701,-0.5636,0.0464,-0.033,-9e-04,-0.0193,-0.0194,0.0131,-0.6671,-0.777,1.089,-0.0205,0.8972,0.4412,-0.6318,0.3304,-0.7012,-0.7748,-0.2931,0.5601,-0.1492,-0.4446,0.5591,0.6837,"Andando","Med",102.0587,35.5128,85.8158,106.516,-676.6857,-18.3593,10.9953,-43.9441
-0.4062,0.6784,-0.5757,0.0373,-0.0253,-0.0138,-0.0435,-0.0131,0.0392,-0.6667,-0.7782,1.0897,-0.0211,0.8976,0.4404,-0.6313,0.3296,-0.702,-0.7752,-0.2928,0.5597,-0.1497,-0.4447,0.5593,0.6834,"Andando","Med",102.0587,35.5128,85.8158,106.516,-676.6857,-18.3593,10.9953,-43.9441
-0.423,0.6853,-0.584,0.0193,-0.0185,-0.0235,-0.0677,0.006,0.0592,-0.666,-0.7798,1.0904,-0.0219,0.8981,0.4393,-0.6306,0.3286,-0.7031,-0.7758,-0.2924,0.5591,-0.1503,-0.4448,0.5595,0.683,"Andando","Med",102.0587,35.5128,85.9248,106.5229,-676.9981,-18.5574,11.1703,-44.037
-0.4371,0.6873,-0.5864,0.0038,-0.018,-0.028,-0.0819,0.0205,0.0819,-0.6654,-0.7815,1.0911,-0.0227,0.8986,0.4382,-0.6297,0.3276,-0.7044,-0.7765,-0.292,0.5584,-0.1511,-0.4449,0.5598,0.6825,"Andando","Med",102.0587,35.5128,85.9248,106.5229,-676.9981,-18.5574,11.1703,-44.037
-0.4481,0.6999,-0.5862,-0.0096,-0.0093,-0.0284,-0.0908,0.003,0.1045,-0.6649,-0.7833,1.0921,-0.0239,0.899,0.4372,-0.629,0.3264,-0.7056,-0.7771,-0.2919,0.5577,-0.1517,-0.4452,0.5602,0.6819,"Andando","Med",102.0587,35.5128,85.9248,106.5229,-676.9981,-18.4613,11.2073,-43.9514
-0.4402,0.7198,-0.5858,-0.0072,0.0092,-0.0289,-0.0946,-0.0187,0.1157,-0.6645,-0.7848,1.093,-0.025,0.8995,0.4363,-0.6283,0.3253,-0.7067,-0.7776,-0.2918,0.557,-0.1522,-0.4454,0.5605,0.6814,"Andando","Med",102.0587,35.5128,85.9248,106.5229,-676.9981,-18.4613,11.2073,-43.9514
-0.4211,0.7301,-0.5883,0.0112,0.0216,-0.031,-0.1009,-0.0142,0.1085,-0.6643,-0.7863,1.0939,-0.0263,0.8998,0.4356,-0.6277,0.3243,-0.7077,-0.778,-0.292,0.5562,-0.1527,-0.4456,0.5609,0.6808,"Andando","Med",102.0587,35.5128,85.7082,106.4076,-676.5844,-18.7102,11.2391,-43.9156
-0.4183,0.7333,-0.5937,0.0179,0.0237,-0.0377,-0.1561,-0.1225,0.1066,-0.6649,-0.7878,1.0944,-0.0277,0.8999,0.4352,-0.6268,0.3235,-0.7088,-0.7787,-0.2924,0.5551,-0.153,-0.4461,0.5611,0.6802,"Andando","Med",102.0587,35.5128,85.7082,106.4076,-676.5844,-18.7102,11.2391,-43.9156
-0.4311,0.7336,-0.5887,0.0074,0.0239,-0.0376,-0.1561,-0.1225,0.1066,-0.6663,-0.7897,1.0948,-0.0299,0.8999,0.4352,-0.6258,0.3226,-0.7101,-0.7794,-0.2936,0.5535,-0.1533,-0.4469,0.5614,0.6794,"Andando","Med",102.0587,35.5128,85.7082,106.4076,-676.5844,-18.7978,11.5611,-43.8109
-0.4477,0.733,-0.5685,-0.0094,0.021,-0.0217,-0.1865,-0.1984,0.1219,-0.6683,-0.7918,1.0951,-0.0325,0.8997,0.4354,-0.6246,0.3218,-0.7116,-0.7803,-0.295,0.5514,-0.1535,-0.448,0.5617,0.6784,"Andando","Med",102.0587,35.5128,85.7082,106.4076,-676.5844,-18.7978,11.5611,-43.8109
-0.4619,0.7418,-0.5401,-0.023,0.026,0.0028,-0.2023,-0.2445,0.1445,-0.6705,-0.7941,1.0958,-0.0358,0.8994,0.4356,-0.6234,0.3206,-0.7132,-0.7811,-0.2971,0.5492,-0.1536,-0.4492,0.5622,0.6771,"Andando","Med",102.0587,35.5128,85.7038,106.6355,-676.9991,-18.9875,11.6744,-43.9123
-0.4763,0.7474,-0.5068,-0.0388,0.0334,0.0336,-0.195,-0.2723,0.1759,-0.6723,-0.7962,1.0968,-0.0389,0.8993,0.4356,-0.6223,0.3193,-0.7147,-0.7818,-0.2989,0.5472,-0.1538,-0.4503,0.5628,0.6759,"Andando","Med",102.0587,35.5128,85.7038,106.6355,-676.9991,-18.9875,11.6744,-43.9123
-0.4787,0.7319,-0.4769,-0.0434,0.0201,0.0645,-0.152,-0.2136,0.1946,-0.6727,-0.7981,1.0987,-0.0417,0.8995,0.435,-0.6217,0.3175,-0.716,-0.7821,-0.3003,0.546,-0.154,-0.4509,0.5635,0.6749,"Andando","Med",102.0587,35.5128,85.7038,106.6355,-676.9991,-19.324,11.715,-43.5748
-0.4831,0.7246,-0.4788,-0.0486,0.0058,0.0705,-0.1162,-0.0978,0.2206,-0.6716,-0.8001,1.1009,-0.0436,0.9001,0.4335,-0.6212,0.3154,-0.7174,-0.7825,-0.3005,0.5454,-0.1546,-0.451,0.5642,0.674,"Andando","Med",102.0587,35.5128,85.7038,106.6355,-676.9991,-19.324,11.715,-43.5748
-0.4868,0.7445,-0.5153,-0.0549,0.0209,0.0381,-0.1085,-0.017,0.2551,-0.6694,-0.8024,1.1039,-0.0454,0.9011,0.4313,-0.6206,0.3128,-0.719,-0.7828,-0.3003,0.545,-0.1555,-0.4509,0.5652,0.6731,"Andando","Med",102.0587,35.5128,85.4937,107.1316,-676.735,-19.2145,11.9857,-43.4839
-0.4863,0.7603,-0.5524,-0.0588,0.0373,-0.0014,-0.1227,0.0472,0.2851,-0.6665,-0.805,1.1066,-0.0467,0.9023,0.4285,-0.6198,0.3103,-0.7208,-0.7834,-0.2992,0.5448,-0.1568,-0.4506,0.5659,0.6724,"Andando","Med",102.0587,35.5128,85.4937,107.1316,-676.735,-19.2145,11.9857,-43.4839
-0.4815,0.7625,-0.5741,-0.0562,0.0401,-0.027,-0.1554,0.0936,0.2863,-0.6641,-0.8077,1.1092,-0.0481,0.9035,0.426,-0.6188,0.3078,-0.7227,-0.7841,-0.2983,0.5442,-0.158,-0.4505,0.5667,0.6716,"Andando","Med",102.0587,35.5128,85.4937,107.1316,-676.735,-18.9159,12.0637,-43.4305
-0.4828,0.7635,-0.5708,-0.0574,0.0382,-0.0303,-0.1841,0.0437,0.2688,-0.6624,-0.8106,1.1108,-0.0493,0.9044,0.4238,-0.6174,0.3059,-0.7247,-0.7851,-0.2974,0.5433,-0.1592,-0.4505,0.5672,0.6708,"Andando","Med",102.0587,35.5128,85.4937,107.1316,-676.735,-18.9159,12.0637,-43.4305
-0.4984,0.7597,-0.5461,-0.0746,0.0351,-0.0092,-0.2041,0.0795,0.253,-0.6601,-0.8135,1.1125,-0.0501,0.9056,0.4213,-0.6161,0.3039,-0.7267,-0.7861,-0.296,0.5427,-0.1607,-0.4504,0.5676,0.6702,"Andando","Med",102.0587,35.5128,85.4957,107.4185,-676.51,-18.9618,12.1884,-43.4894
-0.4738,0.7521,-0.516,-0.0674,0.0236,0.0213,-0.1862,0.2357,0.2546,-0.6556,-0.8162,1.1143,-0.0493,0.9073,0.4176,-0.6149,0.302,-0.7285,-0.7871,-0.2927,0.543,-0.1626,-0.4495,0.568,0.67,"Andando","Med",102.0587,35.5128,85.4957,107.4185,-676.51,-18.9618,12.1884,-43.4894
-0.395,0.7582,-0.5029,0.0021,0.0261,0.0409,-0.1582,0.3937,0.2548,-0.6502,-0.8187,1.1164,-0.0478,0.9092,0.4136,-0.6138,0.2999,-0.7303,-0.788,-0.2888,0.5438,-0.1647,-0.4483,0.5683,0.6701,"Andando","Med",102.0587,35.5128,85.4957,107.4185,-676.51,-18.5567,12.554,-43.5634
-0.3397,0.776,-0.5151,0.0638,0.0394,0.0323,-0.1607,0.4267,0.228,-0.6451,-0.8213,1.1177,-0.046,0.9111,0.4096,-0.6126,0.2982,-0.732,-0.7891,-0.2846,0.5444,-0.1669,-0.4471,0.5684,0.6702,"Andando","Med",102.0587,35.5128,85.4957,107.4185,-676.51,-18.5567,12.554,-43.5634
-0.3476,0.7983,-0.5297,0.0637,0.0607,0.0181,-0.1949,0.406,0.215,-0.6401,-0.8241,1.1192,-0.0444,0.9129,0.4057,-0.6111,0.2964,-0.7339,-0.7903,-0.2805,0.5448,-0.1691,-0.4461,0.5685,0.6702,"Andando","Med",102.0587,35.5128,86.141,108.4357,-676.7897,-18.5582,12.6436,-43.7942
-0.3853,0.8054,-0.553,0.0234,0.069,-0.0022,-0.2396,0.4569,0.2238,-0.6345,-0.8275,1.1204,-0.0423,0.915,0.4012,-0.6093,0.2946,-0.7362,-0.7918,-0.2756,0.545,-0.1718,-0.4449,0.5685,0.6703,"Andando","Med",102.0587,35.5128,86.141,108.4357,-676.7897,-17.9346,12.9413,-43.7645
-0.4265,0.8045,-0.5884,-0.0219,0.0649,-0.0361,-0.2935,0.5222,0.256,-0.6288,-0.8314,1.1214,-0.0401,0.9172,0.3963,-0.6069,0.2928,-0.7389,-0.7937,-0.2701,0.545,-0.1748,-0.4438,0.5684,0.6704,"Andando","Med",102.0587,35.5128,86.141,108.4357,-676.7897,-17.9346,12.9413,-43.7645
-0.4494,0.8205,-0.5997,-0.0572,0.0752,-0.0574,-0.3214,0.4885,0.2895,-0.6233,-0.8354,1.1229,-0.0385,0.9193,0.3916,-0.6047,0.2906,-0.7415,-0.7955,-0.2654,0.5447,-0.1776,-0.4428,0.5685,0.6702,"Andando","Med",102.0587,35.5128,86.7552,109.3273,-677.1136,-17.2477,12.9632,-43.9258
-0.423,0.8202,-0.5518,-0.0442,0.0801,-0.0197,-0.2824,0.4473,0.2772,-0.6175,-0.8387,1.1243,-0.0364,0.9213,0.387,-0.6029,0.2887,-0.7438,-0.797,-0.2604,0.545,-0.1803,-0.4416,0.5685,0.6703,"Andando","Med",102.0587,35.5128,86.7552,109.3273,-677.1136,-17.2477,12.9632,-43.9258
-0.3865,0.7901,-0.4961,-0.0094,0.0504,0.0425,-0.2155,0.5213,0.2407,-0.6105,-0.8415,1.1259,-0.0333,0.9236,0.382,-0.6015,0.2867,-0.7457,-0.7982,-0.2546,0.546,-0.183,-0.4399,0.5684,0.6707,"Andando","Med",102.0587,35.5128,86.7552,109.3273,-677.1136,-16.5667,13.1016,-43.9198
-0.3891,0.7724,-0.5028,-0.0092,0.0264,0.051,-0.2056,0.674,0.232,-0.6017,-0.8446,1.1274,-0.0287,0.9262,0.3759,-0.5998,0.2849,-0.7477,-0.7996,-0.2469,0.5474,-0.1865,-0.4376,0.5682,0.6715,"Andando","Med",102.0587,35.5128,86.7552,109.3273,-677.1136,-16.5667,13.1016,-43.9198
-0.4157,0.7716,-0.5516,-0.0427,0.0212,0.0082,-0.2558,0.8745,0.263,-0.5909,-0.8483,1.129,-0.0228,0.9294,0.3684,-0.5978,0.2827,-0.7502,-0.8013,-0.2373,0.5491,-0.1907,-0.4348,0.5677,0.6725,"Andando","Med",102.0587,35.5128,88.0198,110.1226,-677.3258,-15.8668,13.539,-44.1281
-0.4125,0.773,-0.5971,-0.0576,0.0195,-0.0388,-0.3196,1.0831,0.2806,-0.5787,-0.8525,1.13,-0.0152,0.9329,0.3599,-0.5952,0.2808,-0.7529,-0.8034,-0.2257,0.551,-0.1956,-0.4316,0.5669,0.6739,"Andando","Med",102.0587,35.5128,88.0198,110.1226,-677.3258,-15.8668,13.539,-44.1281
-0.3634,0.7787,-0.6164,-0.0236,0.0213,-0.062,-0.3679,1.1983,0.2647,-0.5667,-0.8569,1.1305,-0.0075,0.9362,0.3515,-0.5923,0.279,-0.7558,-0.8057,-0.2139,0.5524,-0.2006,-0.4284,0.5659,0.6753,"Andando","Med",102.0587,35.5128,88.0198,110.1226,-677.3258,-14.676,13.9,-44.3544
-0.311,0.7948,-0.6136,0.0241,0.0314,-0.0627,-0.4179,1.1401,0.2263,-0.5565,-0.8616,1.13,-2e-04,0.939,0.344,-0.589,0.2779,-0.7589,-0.8081,-0.2028,0.553,-0.2055,-0.4258,0.5647,0.6765,"Andando","Med",102.0587,35.5128,88.0198,110.1226,-677.3258,-14.676,13.9,-44.3544
-0.2748,0.8168,-0.5899,0.0569,0.0527,-0.0435,-0.457,0.9746,0.1843,-0.5487,-0.8662,1.1291,0.0055,0.9412,0.3379,-0.5856,0.2769,-0.7619,-0.8106,-0.1937,0.5527,-0.2097,-0.4239,0.5635,0.6773,"Andando","Med",102.0587,35.5128,89.7056,110.8666,-677.6201,-14.2112,14.17,-44.5327
-0.2547,0.8072,-0.5541,0.0759,0.0454,-0.0095,-0.4819,0.8052,0.1243,-0.5429,-0.8706,1.127,0.0109,0.9429,0.3329,-0.5819,0.2767,-0.7647,-0.8132,-0.1854,0.5517,-0.2136,-0.4225,0.5622,0.6781,"Andando","Med",102.0587,35.5128,89.7056,110.8666,-677.6201,-14.2112,14.17,-44.5327
-0.2583,0.7991,-0.5249,0.0723,0.0321,0.0206,-0.4839,0.7003,0.0805,-0.5383,-0.8748,1.1244,0.0157,0.9443,0.3287,-0.5783,0.2768,-0.7674,-0.8156,-0.178,0.5505,-0.2171,-0.4215,0.5608,0.6788,"Andando","Med",102.0587,35.5128,89.7056,110.8666,-677.6201,-13.1967,14.6239,-44.5914
-0.265,0.7993,-0.5047,0.0615,0.0293,0.0409,-0.4718,0.6561,0.0202,-0.5346,-0.8785,1.1209,0.021,0.9454,0.3252,-0.5748,0.2776,-0.7698,-0.8181,-0.1708,0.5492,-0.2203,-0.4205,0.5592,0.6797,"Andando","Med",102.0587,35.5128,89.7056,110.8666,-677.6201,-13.1967,14.6239,-44.5914
-0.2831,0.7966,-0.494,0.0443,0.0253,0.0529,-0.4649,0.6287,-0.0368,-0.5315,-0.8821,1.1171,0.0261,0.9463,0.3221,-0.5713,0.2786,-0.772,-0.8204,-0.1639,0.5479,-0.2234,-0.4197,0.5575,0.6805,"Andando","Med",102.0587,35.5128,91.1756,111.8842,-677.5559,-12.389,14.9461,-44.517
-0.3185,0.792,-0.4975,0.0086,0.0184,0.0507,-0.4581,0.6155,-0.0587,-0.5285,-0.8855,1.113,0.0315,0.9472,0.3191,-0.5678,0.2797,-0.7742,-0.8226,-0.1568,0.5466,-0.2265,-0.4188,0.5557,0.6815,"Andando","Med",102.0587,35.5128,91.1756,111.8842,-677.5559,-12.389,14.9461,-44.517
-0.3516,0.8058,-0.5041,-0.0313,0.0245,0.0422,-0.4473,0.6282,-0.0594,-0.525,-0.8887,1.1092,0.0371,0.9481,0.316,-0.5644,0.2808,-0.7763,-0.8247,-0.1496,0.5455,-0.2296,-0.4178,0.554,0.6825,"Andando","Med",102.0587,35.5128,91.1756,111.8842,-677.5559,-12.0099,15.4596,-44.6711
-0.3501,0.8225,-0.5067,-0.0404,0.0431,0.0389,-0.4298,0.7027,-0.0649,-0.5207,-0.8918,1.1052,0.0435,0.949,0.3124,-0.5611,0.2819,-0.7782,-0.8266,-0.1414,0.5448,-0.2328,-0.4164,0.5521,0.6838,"Andando","Med",102.0587,35.5128,91.1756,111.8842,-677.5559,-12.0099,15.4596,-44.6711
-0.3292,0.8223,-0.5257,-0.0255,0.0424,0.0248,-0.425,0.7737,-0.0757,-0.5162,-0.8949,1.1013,0.0501,0.9498,0.3088,-0.5579,0.283,-0.7801,-0.8284,-0.1332,0.5441,-0.2361,-0.415,0.5502,0.6851,"Andando","Med",102.0587,35.5128,92.1731,112.5267,-677.6213,-11.6195,15.7513,-44.5316
-0.3083,0.8073,-0.5542,-0.0051,0.0313,-0.009,-0.4141,0.7922,-0.0901,-0.5115,-0.8977,1.0973,0.0571,0.9506,0.3051,-0.5548,0.2843,-0.7819,-0.83,-0.1247,0.5437,-0.2393,-0.4134,0.5482,0.6865,"Andando","Med",102.0587,35.5128,92.1731,112.5267,-677.6213,-11.6195,15.7513,-44.5316
