"accelX.g.","accelY.g.","accelZ.g.","accelUserX.g.","accelUserY.g.","accelUserZ.g.","gyroX.rad.s.","gyroY.rad.s.","gyroZ.rad.s.","Roll.rads.","Pitch.rads.","Yaw.rads.","m11","m12","m13","m21","m22","m23","m31","m32","m33","qX","qY","qZ","qW","ActivityType","ActivityConfidence","Pressure.kilopascals.","RelativeAltitude.meters.","magX.µT.","magY.µT.","magZ.µT.","calMagX.µT.","calMagY.µT.","calMagZ.µT."
1.0327,0.1047,0.8066,0.1899,-0.0033,0.2869,-1.4052,0.9356,1.641,2.1526,-0.1259,3.1161,0.5521,0.0909,-0.8288,-0.0252,-0.9918,-0.1256,-0.8334,0.0902,-0.5452,0.8788,0.0187,-0.4729,-0.0614,"Bicleta","Med",100.6866,0.2405,105.7126,112.9122,-386.6352,46.034,4.178,-0.7
1.0434,0.0579,0.7664,0.2105,-0.0082,0.24,-1.5621,0.7653,1.8109,2.1614,-0.1033,3.1187,0.5587,0.0729,-0.8262,-0.0228,-0.9944,-0.1031,-0.8291,0.0764,-0.5539,0.8813,0.0142,-0.4695,-0.0509,"Bicleta","Med",100.6866,0.2405,105.7126,112.9122,-386.6352,46.034,4.178,-0.7
1.0512,-0.0021,0.7233,0.2206,-0.0411,0.1937,-1.7069,0.644,1.9002,2.1687,-0.0787,3.1215,0.5641,0.0537,-0.824,-0.02,-0.9967,-0.0786,-0.8255,0.0608,-0.5611,0.8834,0.0095,-0.4668,-0.0394,"Bicleta","Med",100.6866,0.2405,105.7126,112.9122,-386.6352,45.9131,2.8753,-0.1428
1.0733,-0.0105,0.6787,0.2355,-0.0638,0.1407,-1.7933,0.6008,1.8882,2.175,-0.0531,3.1247,0.5687,0.0341,-0.8218,-0.0168,-0.9984,-0.0531,-0.8223,0.044,-0.5673,0.8852,0.0049,-0.4643,-0.0274,"Bicleta","Med",100.6866,0.2405,105.9516,109.7834,-385.0947,45.9862,1.2205,0.5532
1.0845,0,0.6948,0.26,-0.0332,0.1005,-1.7397,0.8415,1.8683,2.1822,-0.0275,3.1283,0.5743,0.0148,-0.8185,-0.0133,-0.9995,-0.0275,-0.8185,0.0267,-0.5738,0.8871,4e-04,-0.4614,-0.0153,"Bicleta","Med",100.6866,0.2405,105.9516,109.7834,-385.0947,45.9862,1.2205,0.5532
1.0823,2e-04,0.7485,0.2718,-0.0022,0.1293,-1.6126,1.1758,1.8499,2.1924,-0.0026,3.1308,0.5823,-0.0042,-0.813,-0.0108,-0.9999,-0.0026,-0.8129,0.0103,-0.5823,0.8895,-0.0042,-0.457,-0.0036,"Bicleta","Med",100.6866,0.2405,105.9516,109.7834,-385.0947,46.0533,-0.4461,1.188
1.0754,-0.0217,0.7838,0.2756,0.0189,0.1664,-1.4127,1.54,1.9063,2.2059,0.0214,3.1318,0.5931,-0.0231,-0.8048,-0.0098,-0.9997,0.0214,-0.8051,-0.0048,-0.5932,0.8925,-0.0092,-0.451,0.0073,"Bicleta","Med",100.6866,0.2405,105.9516,109.7834,-385.0947,46.0533,-0.4461,1.188
1.0895,-0.0438,0.817,0.2812,0.0128,0.19,-1.1815,1.8288,1.959,2.223,0.0447,3.1301,0.6065,-0.0425,-0.794,-0.0115,-0.9989,0.0447,-0.795,-0.0179,-0.6063,0.8961,-0.0151,-0.4433,0.0175,"Bicleta","Med",100.6866,0.2405,105.9089,106.1948,-383.5836,46.0802,-2.1671,2.4332
1.135,-0.0476,0.7699,0.3639,0.0398,0.1591,-0.7219,2.1837,2.1643,2.2642,0.0885,3.1186,0.6374,-0.0827,-0.766,-0.0229,-0.9958,0.0884,-0.7702,-0.0388,-0.6367,0.9041,-0.0292,-0.4248,0.0352,"Bicleta","Med",100.6866,0.2405,105.9089,106.1948,-383.5836,45.6294,-3.8648,3.9209
1.1557,-0.0529,0.7228,0.3901,0.0625,0.1044,-0.5922,2.3912,2.2874,2.2881,0.1096,3.1088,0.6543,-0.1039,-0.749,-0.0326,-0.9935,0.1094,-0.7555,-0.0471,-0.6534,0.9085,-0.0376,-0.414,0.0431,"Bicleta","Med",100.6866,0.2405,105.9089,106.1948,-383.5836,45.6294,-3.8648,3.9209
0.9726,-0.0595,0.5081,0.4354,0.1718,-0.2372,-0.2205,2.7478,1.5551,2.4334,0.1985,3.0468,0.744,-0.1996,-0.6377,-0.0928,-0.976,0.1972,-0.6618,-0.0875,-0.7446,0.9307,-0.0785,-0.3491,0.0765,"Bicleta","Med",100.6866,0.2405,105.9089,106.1948,-383.5836,43.5695,-9.5024,9.6753
0.5586,-0.23,0.6044,0.1057,0.0202,-0.1984,0.2119,3.1758,0.8153,2.497,0.2132,3.0275,0.7797,-0.2173,-0.5873,-0.1113,-0.971,0.2116,-0.6162,-0.0996,-0.7812,0.9397,-0.0874,-0.3202,0.0828,"Bicleta","Med",100.6866,0.2405,103.6812,98.9951,-376.5836,42.7354,-10.7363,11.8223
0.5586,-0.23,0.6044,0.1057,0.0202,-0.1984,0.2119,3.1758,0.8153,2.497,0.2132,3.0275,0.7797,-0.2173,-0.5873,-0.1113,-0.971,0.2116,-0.6162,-0.0996,-0.7812,0.9397,-0.0874,-0.3202,0.0828,"Bicleta","Med",100.6866,0.2405,103.6812,98.9951,-376.5836,42.7354,-10.7363,11.8223
0.5586,-0.23,0.6044,-0.0627,-0.0273,-0.1901,0.2119,3.1758,0.8153,2.5139,0.2142,3.0235,0.789,-0.2194,-0.5738,-0.1152,-0.9703,0.2126,-0.6034,-0.1017,-0.7909,0.9421,-0.0888,-0.3124,0.0834,"Bicleta","Med",100.6866,0.2405,103.6812,98.9951,-376.5836,42.7354,-10.7363,11.8223
0.4051,-0.2539,0.5939,-0.0488,-0.0272,-0.2,0.4697,3.3161,0.6132,2.5313,0.2144,3.0194,0.7985,-0.2209,-0.56,-0.1191,-0.9698,0.2127,-0.5901,-0.1032,-0.8007,0.9446,-0.09,-0.3044,0.0836,"Bicleta","Med",100.6938,-0.3541,103.6812,98.9951,-376.5836,42.7354,-10.7363,11.8223
0.4051,-0.2539,0.5939,-0.1871,-0.0386,-0.2107,0.4697,3.3161,0.6132,2.5485,0.2139,3.0153,0.8077,-0.2221,-0.5462,-0.1231,-0.9694,0.2123,-0.5766,-0.1042,-0.8103,0.947,-0.0911,-0.2964,0.0835,"Bicleta","Med",100.6938,-0.3541,101.7662,96.7426,-372.3244,41.8122,-11.2121,14.1924
0.2814,-0.1775,0.5567,-0.1739,-0.0393,-0.2196,0.4626,2.9713,0.4837,2.5649,0.2132,3.0116,0.8162,-0.223,-0.5329,-0.1266,-0.9691,0.2115,-0.5637,-0.1052,-0.8193,0.9493,-0.0921,-0.2888,0.0834,"Bicleta","Med",100.6938,-0.3541,101.7662,96.7426,-372.3244,41.8122,-11.2121,14.1924
0.2814,-0.1775,0.5567,-0.1739,-0.0393,-0.2196,0.4626,2.9713,0.4837,2.5649,0.2132,3.0116,0.8162,-0.223,-0.5329,-0.1266,-0.9691,0.2115,-0.5637,-0.1052,-0.8193,0.9493,-0.0921,-0.2888,0.0834,"Bicleta","Med",100.6938,-0.3541,101.7662,96.7426,-372.3244,41.8122,-11.2121,14.1924
0.2814,-0.1775,0.5567,-0.2611,0.0858,-0.3223,0.4626,2.9713,0.4837,2.5799,0.2125,3.0083,0.8239,-0.2238,-0.5207,-0.1299,-0.9688,0.2109,-0.5516,-0.1062,-0.8273,0.9513,-0.0929,-0.2818,0.0833,"Bicleta","Med",100.6938,-0.3541,101.7662,96.7426,-372.3244,41.8122,-11.2121,14.1924
0.2086,-0.0283,0.402,-0.2494,0.0855,-0.3297,0.3081,2.6231,0.4605,2.594,0.2121,3.0053,0.831,-0.2246,-0.5089,-0.1328,-0.9685,0.2106,-0.5402,-0.1074,-0.8346,0.9532,-0.0938,-0.2752,0.0834,"Bicleta","Med",100.6938,-0.3541,101.7662,96.7426,-372.3244,41.8122,-11.2121,14.1924
0.2086,-0.0283,0.402,-0.3124,0.1974,-0.4447,0.3081,2.6231,0.4605,2.6076,0.2121,3.0022,0.8376,-0.2257,-0.4976,-0.1358,-0.9681,0.2105,-0.5292,-0.1087,-0.8415,0.9549,-0.0946,-0.2688,0.0836,"Bicleta","Med",100.6938,-0.3541,101.7662,96.7426,-372.3244,40.7651,-11.4503,16.0867
0.1355,-0.0168,0.4532,-0.3014,0.1976,-0.4511,0.1946,2.454,0.5035,2.6207,0.2123,2.9994,0.8437,-0.2267,-0.4865,-0.1386,-0.9677,0.2107,-0.5186,-0.1103,-0.8479,0.9565,-0.0955,-0.2627,0.0839,"Bicleta","Med",100.6938,-0.3541,101.7662,96.7426,-372.3244,40.7651,-11.4503,16.0867
0.1043,-0.0238,0.5329,-0.345,0.1913,-0.3772,0.1476,2.2487,0.4903,2.6456,0.213,2.9938,0.8551,-0.229,-0.4651,-0.1439,-0.9668,0.2114,-0.4981,-0.1138,-0.8596,0.9594,-0.0972,-0.251,0.0847,"Bicleta","Med",100.6938,-0.3541,101.7662,96.7426,-372.3244,40.7651,-11.4503,16.0867
0.1163,-0.049,0.5513,-0.3411,0.1836,-0.3227,0.0704,1.795,0.4248,2.6671,0.2139,2.9888,0.8644,-0.2312,-0.4465,-0.1487,-0.9658,0.2123,-0.4803,-0.1171,-0.8692,0.9617,-0.0988,-0.2409,0.0856,"Bicleta","Med",100.6938,-0.3541,99.8726,96.2852,-368.3008,39.7917,-11.6263,17.9438
0.1315,-0.1065,0.5056,-0.3103,0.1518,-0.3348,0.0047,1.2322,0.4003,2.6832,0.2152,2.9847,0.871,-0.2335,-0.4323,-0.1527,-0.9649,0.2135,-0.467,-0.12,-0.8761,0.9633,-0.1002,-0.2334,0.0866,"Bicleta","Med",100.6938,-0.3541,99.8726,96.2852,-368.3008,39.7917,-11.6263,17.9438
0.1245,-0.1741,0.4668,-0.2916,0.0857,-0.389,-0.0495,0.6995,0.3703,2.6936,0.2169,2.9809,0.8748,-0.2362,-0.4231,-0.1562,-0.964,0.2152,-0.4586,-0.1221,-0.8802,0.9642,-0.1018,-0.2286,0.0874,"Bicleta","Med",100.6938,-0.3541,99.8726,96.2852,-368.3008,38.9206,-11.9943,18.8885
0.1206,-0.1992,0.44,-0.2969,0.0301,-0.4223,-0.0953,0.2545,0.2952,2.6989,0.2187,2.9776,0.8763,-0.2392,-0.4181,-0.1593,-0.9631,0.217,-0.4546,-0.1235,-0.8821,0.9646,-0.1033,-0.2262,0.0883,"Bicleta","Med",100.6938,-0.3541,98.2069,95.6396,-366.4488,38.4984,-12.3601,19.3777
0.105,-0.1872,0.3994,-0.2958,0.0216,-0.4549,-0.0724,-0.0747,0.1531,2.7001,0.2203,2.9757,0.8763,-0.2414,-0.4169,-0.1611,-0.9624,0.2185,-0.454,-0.1243,-0.8823,0.9645,-0.1043,-0.2258,0.0888,"Bicleta","Med",100.6938,-0.3541,98.2069,95.6396,-366.4488,38.4984,-12.3601,19.3777
0.0237,-0.1736,0.37,-0.3322,0.0328,-0.4897,-0.0077,-0.37,-0.0766,2.698,0.2206,2.9751,0.8752,-0.2423,-0.4188,-0.1617,-0.9623,0.2188,-0.456,-0.1238,-0.8813,0.9642,-0.1047,-0.2268,0.0888,"Bicleta","Med",100.6938,-0.3541,98.2069,95.6396,-366.4488,38.5031,-12.4156,19.2839
-0.081,-0.1059,0.3291,-0.4301,0.0614,-0.5248,0.0506,-0.5928,-0.2922,2.6928,0.2193,2.9766,0.8732,-0.2411,-0.4235,-0.1604,-0.9628,0.2175,-0.4602,-0.1221,-0.8794,0.9638,-0.1041,-0.2292,0.0881,"Bicleta","Med",100.6938,-0.3541,98.2069,95.6396,-366.4488,38.5031,-12.4156,19.2839
-0.1625,-0.072,0.3309,-0.5421,0.1242,-0.5488,0.0925,-0.853,-0.4718,2.6848,0.2168,2.9795,0.8704,-0.2384,-0.4307,-0.1576,-0.9638,0.2151,-0.4664,-0.1193,-0.8765,0.9632,-0.1028,-0.2329,0.0868,"Bicleta","Med",100.6938,-0.3541,98.619,95.7707,-366.5948,38.97,-12.1896,18.8986
-0.1799,-0.0763,0.3615,-0.6139,0.1425,-0.5369,0.1498,-1.1415,-0.6215,2.6739,0.2129,2.9838,0.8665,-0.2344,-0.4406,-0.1536,-0.9653,0.2113,-0.4749,-0.1154,-0.8725,0.9623,-0.1008,-0.2378,0.0849,"Bicleta","Med",100.6938,-0.3541,98.619,95.7707,-366.5948,38.97,-12.1896,18.8986
-0.1604,-0.1055,0.4018,-0.6306,0.1226,-0.4923,0.1307,-1.3883,-0.7451,2.6599,0.2083,2.9891,0.8614,-0.2293,-0.4532,-0.1486,-0.967,0.2068,-0.4857,-0.1108,-0.8671,0.9612,-0.0983,-0.2442,0.0826,"Bicleta","Med",100.6938,-0.3541,98.619,95.7707,-366.5948,39.5931,-11.5095,18.1776
-0.1137,-0.137,0.434,-0.6168,0.0863,-0.4473,0.0691,-1.6616,-0.8393,2.6433,0.2034,2.9956,0.855,-0.2233,-0.4681,-0.1424,-0.969,0.202,-0.4987,-0.1061,-0.8603,0.9597,-0.0953,-0.2518,0.0803,"Bicleta","Med",100.6938,-0.3541,98.619,95.7707,-366.5948,39.5931,-11.5095,18.1776
-0.0455,-0.1443,0.4373,-0.5813,0.0554,-0.4127,0.0632,-1.9987,-0.9299,2.6235,0.1985,3.003,0.8469,-0.2168,-0.4855,-0.1355,-0.971,0.1972,-0.5141,-0.1012,-0.8517,0.9578,-0.0919,-0.2609,0.0779,"Bicleta","Med",100.6938,-0.3541,99.8803,96.9881,-368.3889,40.3279,-10.9107,16.9593
0.0282,-0.1405,0.4088,-0.5282,0.0479,-0.4109,0.0945,-2.4039,-1.0379,2.5998,0.1926,3.011,0.8366,-0.2094,-0.5062,-0.1278,-0.9732,0.1914,-0.5327,-0.0955,-0.8409,0.9553,-0.0882,-0.2719,0.0751,"Bicleta","Med",100.6938,-0.3541,99.8803,96.9881,-368.3889,40.3279,-10.9107,16.9593
0.0896,-0.1331,0.3899,-0.4823,0.0468,-0.4264,0.1506,-2.7938,-1.1702,2.572,0.1855,3.0196,0.8237,-0.2012,-0.5301,-0.1196,-0.9755,0.1845,-0.5542,-0.0885,-0.8277,0.9522,-0.0842,-0.2847,0.0717,"Bicleta","Med",100.6938,-0.3541,99.8803,96.9881,-368.3889,41.2154,-10.0623,15.3337
0.1405,-0.1391,0.3838,-0.4515,0.0423,-0.4242,0.162,-3.1315,-1.2926,2.5404,0.1771,3.029,0.8082,-0.1917,-0.5568,-0.1106,-0.9781,0.1762,-0.5784,-0.0808,-0.8117,0.9484,-0.0797,-0.2992,0.0677,"Bicleta","Med",100.6938,-0.3541,99.8803,96.9881,-368.3889,41.2154,-10.0623,15.3337
0.2013,-0.1369,0.3782,-0.4281,0.0271,-0.4114,0.1377,-3.4552,-1.4075,2.5055,0.1678,3.0392,0.7901,-0.1809,-0.5857,-0.1008,-0.9808,0.167,-0.6046,-0.073,-0.7931,0.9439,-0.0746,-0.3153,0.0636,"Bicleta","Med",100.6938,-0.3541,101.6189,98.9762,-371.8245,42.4347,-8.9356,13.2062
0.2665,-0.1347,0.3789,-0.3958,0.0221,-0.394,0.1212,-3.7438,-1.5179,2.4676,0.1577,3.05,0.7691,-0.169,-0.6164,-0.0903,-0.9835,0.157,-0.6327,-0.0651,-0.7717,0.9386,-0.0691,-0.3327,0.0591,"Bicleta","Med",100.6938,-0.3541,101.6189,98.9762,-371.8245,42.4347,-8.9356,13.2062
0.3346,-0.1373,0.3748,-0.3615,0.0102,-0.368,0.1159,-4.01,-1.617,2.4268,0.1464,3.0613,0.7451,-0.1559,-0.6484,-0.0794,-0.9861,0.1459,-0.6622,-0.0573,-0.7472,0.9325,-0.0631,-0.3514,0.0545,"Bicleta","Med",100.6938,-0.3541,101.6189,98.9762,-371.8245,43.6351,-7.7368,10.5311
0.4028,-0.1343,0.3656,-0.3262,-0.0034,-0.3489,0.0861,-4.1568,-1.7221,2.3841,0.1342,3.0729,0.7185,-0.1416,-0.6809,-0.0681,-0.9887,0.1338,-0.6922,-0.0498,-0.72,0.9256,-0.0566,-0.3709,0.0496,"Bicleta","Med",100.6938,-0.3541,101.6189,98.9762,-371.8245,43.6351,-7.7368,10.5311
0.4774,-0.1169,0.3783,-0.2881,-0.0096,-0.3244,-0.0253,-4.1448,-1.8277,2.3406,0.1212,3.0851,0.69,-0.126,-0.7128,-0.0561,-0.9911,0.1209,-0.7217,-0.0435,-0.6909,0.9181,-0.0496,-0.3906,0.0448,"Bicleta","Med",100.6938,-0.3541,104.3952,101.0438,-377.4176,44.7926,-6.5601,7.2268
0.5662,-0.0946,0.4077,-0.2414,-0.0017,-0.2747,-0.2131,-4.0204,-1.9,2.298,0.1081,3.0985,0.6607,-0.1092,-0.7427,-0.0428,-0.9932,0.1079,-0.7494,-0.0395,-0.6609,0.9103,-0.0417,-0.4098,0.0405,"Bicleta","Med",100.6938,-0.3541,104.3952,101.0438,-377.4176,44.7926,-6.5601,7.2268
0.7122,-0.069,0.4279,-0.17,0.0053,-0.2141,-0.329,-3.9731,-2.041,2.2564,0.0948,3.1131,0.6308,-0.0913,-0.7706,-0.0283,-0.9951,0.0947,-0.7754,-0.0379,-0.6303,0.9022,-0.0331,-0.4284,0.0367,"Bicleta","Med",100.6938,-0.3541,104.3952,101.0438,-377.4176,45.2122,-4.8918,4.222
0.9651,0.0109,0.4571,-0.0183,0.0279,-0.1672,-0.3109,-3.8682,-2.3049,2.2154,0.0796,3.1289,0.6,-0.0711,-0.7968,-0.0126,-0.9968,0.0795,-0.7999,-0.0376,-0.599,0.8938,-0.0234,-0.4466,0.0327,"Bicleta","Med",100.6938,-0.3541,104.3952,101.0438,-377.4176,45.2122,-4.8918,4.222
1.2879,0.1387,0.5201,0.2345,0.1055,-0.0928,-0.2831,-3.5416,-2.757,2.1768,0.0607,-3.1376,0.5698,-0.0476,-0.8204,0.004,-0.9981,0.0607,-0.8218,-0.0378,-0.5686,0.8855,-0.0123,-0.4636,0.0278,"Bicleta","Med",100.6938,-0.3541,105.2267,104.4182,-383.6357,45.4681,-3.2389,1.166
1.75,0.3009,0.5647,0.5691,0.2211,-0.0073,-0.181,-3.0611,-3.4418,2.1425,0.036,-3.1184,0.5416,-0.0177,-0.8404,0.0232,-0.9991,0.036,-0.8403,-0.039,-0.5407,0.8777,0.0016,-0.4787,0.0213,"Bicleta","Med",100.6938,-0.3541,105.2267,104.4182,-383.6357,45.506,-0.7058,-1.5928
2.089,0.3823,0.7188,1.0316,0.3464,0.0783,0.1008,-2.5363,-3.7695,2.114,0.005,-3.0989,0.5166,0.0177,-0.856,0.0426,-0.9991,0.005,-0.8552,-0.0391,-0.5169,0.8707,0.0173,-0.4913,0.0127,"Bicleta","Med",100.6938,-0.3541,105.2267,104.4182,-383.6357,45.506,-0.7058,-1.5928
2.0004,0.3179,0.8634,1.243,0.3487,0.282,0.3579,-2.1837,-3.2606,2.0906,-0.027,-3.0833,0.4945,0.0523,-0.8676,0.0582,-0.9979,-0.027,-0.8672,-0.0371,-0.4965,0.8644,0.032,-0.5017,0.0029,"Bicleta","Med",100.6938,-0.3541,105.3546,109.4413,-388.8467,45.5326,2.264,-3.5518
1.6749,0.2639,0.8175,1.0283,0.2343,0.387,0.5332,-1.9819,-2.5489,2.07,-0.0548,-3.0733,0.4743,0.0806,-0.8767,0.0681,-0.9962,-0.0548,-0.8777,-0.0337,-0.478,0.8586,0.0433,-0.5108,-0.0061,"Bicleta","Med",100.6938,-0.3541,105.3546,109.4413,-388.8467,45.5326,2.264,-3.5518
1.4483,0.2681,0.7996,0.7104,0.1904,0.3351,0.7337,-1.6357,-2.0141,2.052,-0.0779,-3.0689,0.4566,0.1025,-0.8837,0.0725,-0.9943,-0.0778,-0.8867,-0.0285,-0.4615,0.8533,0.0512,-0.5187,-0.0145,"Bicleta","Med",100.6938,-0.3541,105.3546,109.4413,-388.8467,45.0871,4.4258,-5.1432
1.3168,0.2261,0.8461,0.5117,0.1607,0.3703,0.9086,-1.2815,-1.7054,2.0374,-0.0984,-3.068,0.4422,0.1205,-0.8888,0.0731,-0.9925,-0.0982,-0.8939,-0.0216,-0.4477,0.8489,0.057,-0.525,-0.0226,"Bicleta","Med",100.6938,-0.3541,105.3546,109.4413,-388.8467,45.0871,4.4258,-5.1432
1.2381,0.1639,0.8302,0.398,0.0917,0.4076,1.0741,-0.9078,-1.4865,2.026,-0.1172,-3.0707,0.4311,0.1359,-0.892,0.0704,-0.9906,-0.1169,-0.8995,-0.0124,-0.4367,0.8453,0.061,-0.5298,-0.0309,"Bicleta","Med",100.6938,-0.3541,104.6247,113.1735,-391.676,44.829,5.6089,-6.2242
1.1809,0.1009,0.8428,0.3252,0.0106,0.3998,1.1557,-0.43,-1.2784,2.0186,-0.1346,-3.0751,0.424,0.1494,-0.8932,0.0658,-0.9888,-0.1341,-0.9033,-0.0019,-0.4291,0.8429,0.0638,-0.5328,-0.0392,"Bicleta","Med",100.6938,-0.3541,104.6247,113.1735,-391.676,44.829,5.6089,-6.2242
1.1691,0.0561,0.8766,0.2786,-0.0667,0.428,1.1723,0.0223,-1.1526,2.0158,-0.1506,-3.0814,0.4216,0.1611,-0.8924,0.0595,-0.9869,-0.1501,-0.9048,0.0102,-0.4256,0.8417,0.0655,-0.5338,-0.0476,"Bicleta","Med",100.6938,-0.3541,104.6247,113.1735,-391.676,44.6846,6.5849,-6.7559
1.1752,0.0757,0.862,0.2835,-0.1111,0.455,1.0779,0.2857,-1.1215,2.0165,-0.1659,-3.0871,0.4223,0.1722,-0.8899,0.0537,-0.9848,-0.1651,-0.9048,0.0219,-0.4252,0.8415,0.0671,-0.5332,-0.0556,"Bicleta","Med",100.6938,-0.3541,104.6247,113.1735,-391.676,44.6846,6.5849,-6.7559
1.1439,0.1512,0.8109,0.2832,-0.0845,0.4189,0.9258,0.5047,-1.1005,2.0197,-0.1804,-3.0922,0.4255,0.1829,-0.8863,0.0485,-0.9826,-0.1794,-0.9037,0.0333,-0.4269,0.8419,0.0687,-0.5315,-0.0632,"Bicleta","Med",100.6938,-0.3541,104.6005,115.1118,-392.4687,44.7068,7.5751,-6.6664
1.0924,0.2475,0.7607,0.2481,-0.0141,0.3681,0.7119,0.5218,-1.0442,2.0244,-0.1938,-3.0953,0.4297,0.1932,-0.882,0.0454,-0.9802,-0.1926,-0.9018,0.0427,-0.43,0.8426,0.0708,-0.5293,-0.0698,"Bicleta","Med",100.6938,-0.3541,104.6005,115.1118,-392.4687,44.7068,7.5751,-6.6664
1.0405,0.3278,0.701,0.1969,0.0712,0.3077,0.4173,0.3399,-0.9202,2.0286,-0.2053,-3.0967,0.4333,0.2025,-0.8782,0.0439,-0.978,-0.2038,-0.9002,0.0498,-0.4327,0.8432,0.073,-0.5273,-0.0752,"Bicleta","Med",100.6938,-0.3541,104.6005,115.1118,-392.4687,44.4821,8.1468,-6.4129
0.996,0.3724,0.7084,0.1536,0.1358,0.2609,0.165,0.1629,-0.6562,2.0312,-0.2138,-3.0961,0.4352,0.2101,-0.8755,0.0444,-0.9762,-0.2122,-0.8992,0.0535,-0.4342,0.8434,0.0755,-0.526,-0.0787,"Bicleta","Med",100.6938,-0.3541,104.6005,115.1118,-392.4687,44.4821,8.1468,-6.4129
0.9505,0.341,0.7117,0.1034,0.1498,0.2823,-0.1502,0.0703,-0.428,2.0326,-0.2187,-3.0945,0.436,0.215,-0.8739,0.0459,-0.9751,-0.217,-0.8988,0.0545,-0.435,0.8435,0.0773,-0.5254,-0.0805,"Bicleta","Med",100.6938,-0.3541,104.1924,116.634,-391.7717,44.297,8.8459,-6.2489
1.0004,0.3434,0.671,0.0842,0.1179,0.2615,-0.399,0.1262,-0.3071,2.0344,-0.2208,-3.0905,0.4366,0.2185,-0.8727,0.0498,-0.9744,-0.219,-0.8983,0.0522,-0.4363,0.8437,0.0795,-0.5248,-0.0804,"Bicleta","Med",100.6938,-0.3541,104.1924,116.634,-391.7717,44.297,8.8459,-6.2489
1.022,0.3421,0.6824,0.1439,0.1267,0.2319,-0.479,0.2314,-0.1678,2.0372,-0.221,-3.0859,0.4381,0.2205,-0.8714,0.0543,-0.9742,-0.2192,-0.8973,0.0487,-0.4388,0.8443,0.0814,-0.5237,-0.0793,"Bicleta","Med",100.6938,-0.3541,104.1924,116.634,-391.7717,44.4248,9.3533,-6.1145
1.0121,0.3253,0.6688,0.1488,0.1196,0.2415,-0.5011,0.3109,-0.0635,2.041,-0.2199,-3.0812,0.4405,0.2214,-0.87,0.0589,-0.9741,-0.2181,-0.8958,0.0448,-0.4421,0.8451,0.0829,-0.5224,-0.0778,"Bicleta","Med",100.6938,-0.3541,104.1924,116.634,-391.7717,44.4248,9.3533,-6.1145
1.0047,0.3008,0.6392,0.1423,0.1025,0.2129,-0.5293,0.4212,-0.0093,2.0456,-0.2179,-3.0769,0.4438,0.2214,-0.8684,0.0631,-0.9743,-0.2162,-0.8939,0.0411,-0.4463,0.8462,0.0841,-0.5206,-0.076,"Bicleta","Med",100.6938,-0.3541,104.0429,117.3263,-391.6963,44.1938,9.5377,-5.9041
0.9725,0.2801,0.609,0.1327,0.0797,0.1795,-0.5521,0.5155,0.0141,2.0513,-0.2154,-3.0722,0.448,0.2211,-0.8663,0.0677,-0.9745,-0.2138,-0.8915,0.0371,-0.4515,0.8476,0.0852,-0.5184,-0.074,"Bicleta","Med",100.6938,-0.3541,104.0429,117.3263,-391.6963,44.1938,9.5377,-5.9041
0.9043,0.2628,0.5751,0.0913,0.0644,0.1408,-0.5391,0.6049,0.0566,2.0578,-0.2127,-3.068,0.453,0.2204,-0.8638,0.0719,-0.9748,-0.2111,-0.8886,0.0336,-0.4575,0.8493,0.086,-0.5158,-0.072,"Bicleta","Med",100.6938,-0.3541,104.0429,117.3263,-391.6963,44.5293,9.4505,-5.4392
0.8445,0.2422,0.5517,0.0208,0.0482,0.1032,-0.501,0.6883,0.0975,2.0652,-0.2096,-3.064,0.4589,0.2194,-0.861,0.0758,-0.9752,-0.2081,-0.8853,0.0302,-0.4641,0.8512,0.0867,-0.5129,-0.07,"Bicleta","Med",100.6938,-0.3541,104.0429,117.3263,-391.6963,44.5293,9.4505,-5.4392
0.832,0.2198,0.5338,-0.0203,0.0317,0.075,-0.4996,0.698,0.1483,2.0729,-0.2062,-3.0607,0.4652,0.2178,-0.858,0.0791,-0.9756,-0.2048,-0.8817,0.0274,-0.4711,0.8532,0.087,-0.5097,-0.068,"Bicleta","Med",100.6938,-0.3541,104.3453,117.4832,-390.5867,44.5125,9.5777,-4.8222
0.8229,0.1803,0.5138,-0.0252,0.0089,0.0502,-0.5465,0.6469,0.2277,2.0803,-0.2021,-3.0575,0.4713,0.2156,-0.8552,0.0823,-0.9762,-0.2008,-0.8781,0.0242,-0.4778,0.8552,0.0871,-0.5067,-0.0658,"Bicleta","Med",100.6938,-0.3541,104.3453,117.4832,-390.5867,44.595,9.4505,-4.2305
0.8181,0.1276,0.5203,-0.0331,-0.0303,0.0266,-0.5947,0.6195,0.334,2.0873,-0.197,-3.0541,0.4771,0.2127,-0.8527,0.0857,-0.9769,-0.1957,-0.8747,0.0203,-0.4843,0.8571,0.087,-0.5039,-0.063,"Bicleta","Med",100.6938,-0.3541,104.3453,117.4832,-390.5867,44.595,9.4505,-4.2305
0.843,0.0877,0.547,-0.0285,-0.0762,0.038,-0.6631,0.5735,0.448,2.0939,-0.1905,-3.051,0.4827,0.2086,-0.8506,0.0888,-0.9779,-0.1894,-0.8713,0.0158,-0.4906,0.8589,0.0866,-0.5012,-0.0597,"Bicleta","Med",100.6938,-0.3541,104.3895,117.2835,-389.4556,44.6338,9.3525,-3.6815
